t,v_raw,v_filtered,u,x,y,dt
8.099999999999980105e+00,1.499991663884835180e+00,1.499986767943950250e+00,1.124537309996052059e-01,-1.303595563812061719e+01,-8.678960893721459513e+00,5.000000000000071054e-02
8.149999999999980815e+00,1.499953103686040290e+00,1.499959462043046976e+00,1.125690371373325727e-01,-1.296095797651705084e+01,-8.681488808753915265e+00,5.000000000000071054e-02
8.199999999999981526e+00,1.499928544772884953e+00,1.499934384290924960e+00,1.126807858488133585e-01,-1.288595785783240899e+01,-8.683901447864373679e+00,5.000000000000071054e-02
8.249999999999982236e+00,1.499979765838429735e+00,1.499971194371287009e+00,1.125425492175691211e-01,-1.281095156319459782e+01,-8.686201217426702925e+00,5.000000000000071054e-02
8.299999999999982947e+00,1.500055917330655353e+00,1.500039915230630516e+00,1.122651607289777420e-01,-1.273593803150822801e+01,-8.688393963500466555e+00,5.000000000000071054e-02
8.349999999999983658e+00,1.500012767854870699e+00,1.500017895331832829e+00,1.123477174688917168e-01,-1.266092385406410159e+01,-8.690484469956683000e+00,5.000000000000071054e-02
8.399999999999984368e+00,1.499955614807156667e+00,1.499967378078799873e+00,1.125523040961492471e-01,-1.258591008234724207e+01,-8.692480677525729504e+00,5.000000000000071054e-02
8.449999999999985079e+00,1.499918837506583502e+00,1.499928005636423034e+00,1.127213559965279943e-01,-1.251089582540566525e+01,-8.694387060170598147e+00,5.000000000000071054e-02
8.499999999999985789e+00,1.499902829611578614e+00,1.499907584748448208e+00,1.128203896232180536e-01,-1.243588023470192283e+01,-8.696204858833292306e+00,5.000000000000071054e-02
8.549999999999986500e+00,1.499958910130831047e+00,1.499949216018292564e+00,1.126678004363832475e-01,-1.236085957682001535e+01,-8.697929798377931121e+00,5.000000000000071054e-02
8.599999999999987210e+00,1.500003195793637722e+00,1.499993000331028448e+00,1.124977525549133439e-01,-1.228583446266355494e+01,-8.699556579916322363e+00,5.000000000000071054e-02
8.649999999999987921e+00,1.500013658050588505e+00,1.500009756311353248e+00,1.124301129058669080e-01,-1.221080662434685671e+01,-8.701080587066254424e+00,5.000000000000071054e-02
8.699999999999988631e+00,1.499981867289710502e+00,1.499987134845485848e+00,1.125213668753566321e-01,-1.213577828812446668e+01,-8.702499132400756565e+00,5.000000000000071054e-02
8.749999999999989342e+00,1.499866417355303350e+00,1.499889217944034625e+00,1.129277167379703073e-01,-1.206075399821976291e+01,-8.703815160631831915e+00,5.000000000000071054e-02
8.799999999999990052e+00,1.499784547883934227e+00,1.499804317504634721e+00,1.133005864233884719e-01,-1.198573213177822971e+01,-8.705035836439787289e+00,5.000000000000071054e-02
8.849999999999990763e+00,1.499839410439966825e+00,1.499832782240650531e+00,1.132235688548560715e-01,-1.191070601948046104e+01,-8.706171937889038759e+00,5.000000000000071054e-02
8.899999999999991473e+00,1.500528040867028068e+00,1.500396723474842986e+00,1.109329881654106398e-01,-1.183564336868134426e+01,-8.707244592774475933e+00,5.000000000000071054e-02
8.949999999999992184e+00,1.500290686343108915e+00,1.500310714170288273e+00,1.112058108032689674e-01,-1.176059251090907409e+01,-8.708274127940516252e+00,5.000000000000071054e-02
8.999999999999992895e+00,1.499973783015817519e+00,1.500037421090733014e+00,1.122685086842868385e-01,-1.168555743081092047e+01,-8.709266274204168212e+00,5.000000000000071054e-02
9.049999999999993605e+00,1.499869059122928672e+00,1.499900858591092456e+00,1.128238228261292386e-01,-1.161052681035645939e+01,-8.710210968441364443e+00,5.000000000000071054e-02
9.099999999999994316e+00,1.499813899542801865e+00,1.499830323985470004e+00,1.131350645332734883e-01,-1.153549836022381925e+01,-8.711101849164098354e+00,5.000000000000071054e-02
9.149999999999995026e+00,1.499869572921238348e+00,1.499862159754834501e+00,1.130387876062977082e-01,-1.146046622928002634e+01,-8.711923309730357445e+00,5.000000000000071054e-02
9.199999999999995737e+00,1.499674408513504087e+00,1.499709870142393875e+00,1.136950713609827801e-01,-1.138544311777006257e+01,-8.712655742130781533e+00,5.000000000000071054e-02
9.249999999999996447e+00,1.499755872298671910e+00,1.499747183613673096e+00,1.136010413531538532e-01,-1.131041479005190453e+01,-8.713293428845224398e+00,5.000000000000071054e-02
9.299999999999997158e+00,1.499868478924275106e+00,1.499845569199363737e+00,1.132475275771311907e-01,-1.123537966184509251e+01,-8.713830407856004712e+00,5.000000000000071054e-02
9.349999999999997868e+00,1.499577245388029167e+00,1.499627925209650492e+00,1.141766783903452875e-01,-1.116035910260290365e+01,-8.714283184010579220e+00,5.000000000000071054e-02
9.399999999999998579e+00,1.499576258069646784e+00,1.499586016731861982e+00,1.144261618671787994e-01,-1.108533815357185759e+01,-8.714661509569797460e+00,5.000000000000071054e-02
9.449999999999999289e+00,1.499708588128649600e+00,1.499685437382190623e+00,1.141016040979694335e-01,-1.101030995323042383e+01,-8.714962557901019480e+00,5.000000000000071054e-02
9.500000000000000000e+00,1.499646903136834464e+00,1.499654181315656087e+00,1.142953134256338155e-01,-1.093528478189465503e+01,-8.715181827729251651e+00,5.000000000000071054e-02
9.550000000000000711e+00,1.499712056193124088e+00,1.499701125040753258e+00,1.141730590826942615e-01,-1.086025597689470779e+01,-8.715314461497809972e+00,5.000000000000071054e-02
9.600000000000001421e+00,1.499728316718225374e+00,1.499723180873750783e+00,1.141437369427842352e-01,-1.078522609371198193e+01,-8.715363241830285546e+00,5.000000000000071054e-02
9.650000000000002132e+00,1.499620577510500485e+00,1.499639956782587547e+00,1.145439226672769761e-01,-1.071020188333906376e+01,-8.715347436977307183e+00,5.000000000000071054e-02
9.700000000000002842e+00,1.499627930072492843e+00,1.499630201624612136e+00,1.146583622419874438e-01,-1.063517782794214561e+01,-8.715293936523579532e+00,5.000000000000071054e-02
9.750000000000003553e+00,1.499506328850954029e+00,1.499529725395754021e+00,1.151488431639726695e-01,-1.056015984099923877e+01,-8.715205437892269202e+00,5.000000000000071054e-02
9.800000000000004263e+00,1.499405757854512578e+00,1.499429172298596846e+00,1.156603534808948730e-01,-1.048514683036340855e+01,-8.715079306240321344e+00,5.000000000000071054e-02
9.850000000000004974e+00,1.499603950774466732e+00,1.499570939384473611e+00,1.151935396247554255e-01,-1.041012366644838849e+01,-8.714872918245934130e+00,5.000000000000071054e-02
9.900000000000005684e+00,1.499662668933192666e+00,1.499645343459380387e+00,1.149752298159306685e-01,-1.033509781574386821e+01,-8.714547067947989945e+00,5.000000000000071054e-02
9.950000000000006395e+00,1.499718754848505142e+00,1.499704889228129057e+00,1.148028408581170945e-01,-1.026007028166550050e+01,-8.714077284076989116e+00,5.000000000000071054e-02
1.000000000000000711e+01,1.499882962083326277e+00,1.499849328465451936e+00,1.142681729598307161e-01,-1.018503501770623743e+01,-8.713459628582651106e+00,5.000000000000071054e-02
