t,v_raw,v_filtered,u,x,y,dt
4.149999999999993250e+00,1.502063282895980567e+00,1.502113335932670823e+00,1.148006622179966740e-01,-1.997286762503825841e+01,-8.398274790546349067e+00,4.999999999999982236e-02
4.199999999999993072e+00,1.502064265002099219e+00,1.502073533303692532e+00,1.145291133923720395e-01,-1.989783255997479827e+01,-8.394180355309783792e+00,4.999999999999982236e-02
4.249999999999992895e+00,1.501982573309839974e+00,1.501999753433512996e+00,1.144058530542764185e-01,-1.982280660359611346e+01,-8.389998790070212209e+00,4.999999999999982236e-02
4.299999999999992717e+00,1.501811068733215349e+00,1.501846706669730303e+00,1.146246083299187202e-01,-1.974779331591781073e+01,-8.385741479956028144e+00,4.999999999999982236e-02
4.349999999999992539e+00,1.501524951892614146e+00,1.501585723520107774e+00,1.153199198786138968e-01,-1.967279778345544727e+01,-8.381431591243785562e+00,4.999999999999982236e-02
4.399999999999992362e+00,1.501440451386502728e+00,1.501467889748312912e+00,1.154788462681809458e-01,-1.959781039764361310e+01,-8.377053863977920400e+00,4.999999999999982236e-02
4.449999999999992184e+00,1.501378572643296438e+00,1.501395442465350172e+00,1.154749410756312766e-01,-1.952283065713636034e+01,-8.372596151400175657e+00,4.999999999999982236e-02
4.499999999999992006e+00,1.501214784477618247e+00,1.501248906363958469e+00,1.157914283076418860e-01,-1.944786478690533826e+01,-8.368048636644974891e+00,4.999999999999982236e-02
4.549999999999991829e+00,1.501203305666321430e+00,1.501211918525577449e+00,1.156864706501821161e-01,-1.937290491510766444e+01,-8.363410382670522836e+00,4.999999999999982236e-02
4.599999999999991651e+00,1.501289358914440042e+00,1.501274732314309635e+00,1.151776695163495567e-01,-1.929794643780490659e+01,-8.358673534319608578e+00,4.999999999999982236e-02
4.649999999999991473e+00,1.501023289540186711e+00,1.501070780945728433e+00,1.157557554898218655e-01,-1.922300803681916292e+01,-8.353837045751708601e+00,4.999999999999982236e-02
4.699999999999991296e+00,1.500951109490062052e+00,1.500973712508393509e+00,1.159352211259732091e-01,-1.914807954052913175e+01,-8.348902699769126912e+00,4.999999999999982236e-02
4.749999999999991118e+00,1.500909016477416813e+00,1.500921235979268520e+00,1.159508504960219399e-01,-1.907315924222665160e+01,-8.343872798800227031e+00,4.999999999999982236e-02
4.799999999999990941e+00,1.500742697359895628e+00,1.500776418949259394e+00,1.163580046128873668e-01,-1.899825207201821797e+01,-8.338777828083253851e+00,4.999999999999982236e-02
4.849999999999990763e+00,1.500765014952508247e+00,1.500767168889269421e+00,1.162360879463321117e-01,-1.892334748727527582e+01,-8.333628075860456619e+00,4.999999999999982236e-02
4.899999999999990585e+00,1.500731049978781595e+00,1.500737871959773928e+00,1.161987285772618783e-01,-1.884844870915714665e+01,-8.328419124781904159e+00,4.999999999999982236e-02
4.949999999999990408e+00,1.500739436972390095e+00,1.500739141379688668e+00,1.160413877489648860e-01,-1.877355568605181446e+01,-8.323124287255286191e+00,4.999999999999982236e-02
4.999999999999990230e+00,1.500622513840715211e+00,1.500644541937446341e+00,1.162790392569338360e-01,-1.869867600955758036e+01,-8.317723156585378419e+00,4.999999999999982236e-02
5.049999999999990052e+00,1.500546441024997124e+00,1.500564969893974698e+00,1.164742359033957841e-01,-1.862380891706633435e+01,-8.312200534398773044e+00,4.999999999999982236e-02
5.099999999999989875e+00,1.500515270646848531e+00,1.500524657622110070e+00,1.165239731829913472e-01,-1.854895180766903451e+01,-8.306565136345628986e+00,4.999999999999982236e-02
5.149999999999989697e+00,1.500588983135184629e+00,1.500576833615124839e+00,1.162007042729922279e-01,-1.847409776522097147e+01,-8.300836364341490636e+00,4.999999999999982236e-02
5.199999999999989519e+00,1.500473963775547981e+00,1.500493393378511842e+00,1.164258065440982870e-01,-1.839925535207662222e+01,-8.295034523659772674e+00,4.999999999999982236e-02
5.249999999999989342e+00,1.500452295979906925e+00,1.500460058275843389e+00,1.164615329252273179e-01,-1.832441889580181282e+01,-8.289171750268353733e+00,4.999999999999982236e-02
5.299999999999989164e+00,1.500444073497852138e+00,1.500447092632431367e+00,1.164201506519634277e-01,-1.824958812153948173e+01,-8.283241694093762320e+00,4.999999999999982236e-02
5.349999999999988987e+00,1.500308695111692403e+00,1.500334835026853053e+00,1.167908081409626542e-01,-1.817477111137370827e+01,-8.277226918446611847e+00,4.999999999999982236e-02
5.399999999999988809e+00,1.500308038518971099e+00,1.500313099725551158e+00,1.168113958546679321e-01,-1.809996246990877822e+01,-8.271108616822413495e+00,4.999999999999982236e-02
5.449999999999988631e+00,1.500355472827443970e+00,1.500347469582279825e+00,1.166051503671139411e-01,-1.802516082685666987e+01,-8.264874163811011698e+00,4.999999999999982236e-02
5.499999999999988454e+00,1.500333696714986509e+00,1.500336298073599250e+00,1.165795805034428589e-01,-1.795036933896356501e+01,-8.258531521568304612e+00,4.999999999999982236e-02
5.549999999999988276e+00,1.500422975589271291e+00,1.500406604321246284e+00,1.162203920832119985e-01,-1.787558155606462051e+01,-8.252089369923442774e+00,4.999999999999982236e-02
5.599999999999988098e+00,1.500263605034544145e+00,1.500290614111025267e+00,1.166147849678078607e-01,-1.780080938915171629e+01,-8.245562282078429561e+00,4.999999999999982236e-02
5.649999999999987921e+00,1.500166914627377501e+00,1.500190278441922320e+00,1.169685469284414969e-01,-1.772604893809267068e+01,-8.238958076665442221e+00,4.999999999999982236e-02
5.699999999999987743e+00,1.500185488620248586e+00,1.500186393300704690e+00,1.169453402457844016e-01,-1.765129396751976287e+01,-8.232280582625346455e+00,4.999999999999982236e-02
5.749999999999987566e+00,1.500133704597605977e+00,1.500143656208166476e+00,1.170831156632362591e-01,-1.757654843621838836e+01,-8.225532560223562939e+00,4.999999999999982236e-02
5.799999999999987388e+00,1.500287790167796675e+00,1.500260566779282101e+00,1.165714958672191548e-01,-1.750180109281684437e+01,-8.218712773872583810e+00,4.999999999999982236e-02
5.849999999999987210e+00,1.500266070868992108e+00,1.500265031280730188e+00,1.164993753130563192e-01,-1.742706241686652646e+01,-8.211810576826120922e+00,4.999999999999982236e-02
5.899999999999987033e+00,1.500175798812502848e+00,1.500192652648732139e+00,1.167431480113104714e-01,-1.735233728326836200e+01,-8.204814935185318348e+00,4.999999999999982236e-02
5.949999999999986855e+00,1.500052934638266500e+00,1.500079323961720501e+00,1.171706724581257353e-01,-1.727762802087969618e+01,-8.197716421006216336e+00,4.999999999999982236e-02
5.999999999999986677e+00,1.499986752593970074e+00,1.500004237066859591e+00,1.174638932240498201e-01,-1.720293165843384386e+01,-8.190515654683730773e+00,4.999999999999982236e-02
6.049999999999986500e+00,1.500027056612121656e+00,1.500022746556753939e+00,1.173867077231743883e-01,-1.712824283613509380e+01,-8.183215444950681317e+00,4.999999999999982236e-02
6.099999999999986322e+00,1.500005223684211408e+00,1.500008533327326310e+00,1.174406178513538457e-01,-1.705356424255190717e+01,-8.175822492615557380e+00,4.999999999999982236e-02
6.149999999999986144e+00,1.500062080246138185e+00,1.500051966539567516e+00,1.172597896567239006e-01,-1.697889104025300711e+01,-8.168344574672245173e+00,4.999999999999982236e-02
6.199999999999985967e+00,1.499985523193680725e+00,1.499998072720689635e+00,1.174712738533822964e-01,-1.690422912636360664e+01,-8.160793855255096929e+00,4.999999999999982236e-02
6.249999999999985789e+00,1.499895612575772308e+00,1.499914964797410377e+00,1.178143135864053725e-01,-1.682957845140983011e+01,-8.153180929875615490e+00,4.999999999999982236e-02
6.299999999999985612e+00,1.499976878852660178e+00,1.499965184798150997e+00,1.176247929077366416e-01,-1.675493099085356619e+01,-8.145495741968888481e+00,4.999999999999982236e-02
6.349999999999985434e+00,1.500033326423591662e+00,1.500020456133008162e+00,1.174040937745074453e-01,-1.668028885815447282e+01,-8.137731355232528330e+00,4.999999999999982236e-02
6.399999999999985256e+00,1.500009643765655598e+00,1.500011685958057450e+00,1.174360350991839885e-01,-1.660565748583156065e+01,-8.129876070774999519e+00,4.999999999999982236e-02
6.449999999999985079e+00,1.499976295878149957e+00,1.499982980200827098e+00,1.175519759745807802e-01,-1.653103741175977248e+01,-8.121929054741114484e+00,4.999999999999982236e-02
6.499999999999984901e+00,1.500051785760981193e+00,1.500038790069328387e+00,1.173253881430299517e-01,-1.645642358914475523e+01,-8.113886107348831089e+00,4.999999999999982236e-02
6.549999999999984723e+00,1.499949242485987710e+00,1.499966155839773885e+00,1.176168526909091572e-01,-1.638182467865944503e+01,-8.105755269670572360e+00,4.999999999999982236e-02
6.599999999999984546e+00,1.499938351767470923e+00,1.499943603278388382e+00,1.177168105115514729e-01,-1.630723555596531327e+01,-8.097539356082474882e+00,4.999999999999982236e-02
6.649999999999984368e+00,1.499855271213484054e+00,1.499871954985492861e+00,1.180238322760376324e-01,-1.623266046881250091e+01,-8.089235732539027168e+00,4.999999999999982236e-02
6.699999999999984190e+00,1.499853190812616033e+00,1.499856734907079936e+00,1.181129781393165379e-01,-1.615809574262029713e+01,-8.080841139033324794e+00,4.999999999999982236e-02
6.749999999999984013e+00,1.500019375633588448e+00,1.499988656768323381e+00,1.175986157126108766e-01,-1.608353344810645780e+01,-8.072347893084332426e+00,4.999999999999982236e-02
6.799999999999983835e+00,1.499989317487268714e+00,1.499989192693579776e+00,1.175987444956553274e-01,-1.600898463733467736e+01,-8.063750096805906153e+00,4.999999999999982236e-02
6.849999999999983658e+00,1.499890779670367547e+00,1.499909367489453915e+00,1.179300805890252102e-01,-1.593445304721593558e+01,-8.055048061302240825e+00,4.999999999999982236e-02
6.899999999999983480e+00,1.499868647613830763e+00,1.499876338604886561e+00,1.180849373612150588e-01,-1.585993408601786214e+01,-8.046247062084912471e+00,4.999999999999982236e-02
6.949999999999983302e+00,1.499831830023054868e+00,1.499840236608279698e+00,1.182592728234396207e-01,-1.578542764539042764e+01,-8.037356635849096875e+00,4.999999999999982236e-02
6.999999999999983125e+00,1.499895106746452988e+00,1.499884743116027819e+00,1.181087127815425575e-01,-1.571092755166731969e+01,-8.028386282146312780e+00,4.999999999999982236e-02
7.049999999999982947e+00,1.499924399801632946e+00,1.499916909621232808e+00,1.179998541503062270e-01,-1.563643501261952906e+01,-8.019340995306803777e+00,4.999999999999982236e-02
7.099999999999982769e+00,1.499915843072117783e+00,1.499916044517224822e+00,1.180205493593201593e-01,-1.556195177555630949e+01,-8.010223217105322036e+00,4.999999999999982236e-02
7.149999999999982592e+00,1.499953455098716359e+00,1.499946389152584603e+00,1.179127494779719232e-01,-1.548747598200259823e+01,-8.001029122167661711e+00,4.999999999999982236e-02
7.199999999999982414e+00,1.499842980962958316e+00,1.499862512247112312e+00,1.182696138269435648e-01,-1.541301458172985939e+01,-7.991765001379908639e+00,4.999999999999982236e-02
7.249999999999982236e+00,1.499841858107680448e+00,1.499845759170716830e+00,1.183670265832407198e-01,-1.533856214249403749e+01,-7.982429648757455531e+00,4.999999999999982236e-02
7.299999999999982059e+00,1.499838381031857182e+00,1.499839774582282015e+00,1.184234958881220656e-01,-1.526411742496468982e+01,-7.973035289949889304e+00,4.999999999999982236e-02
7.349999999999981881e+00,1.499933089138878017e+00,1.499915464295747514e+00,1.181444670586865309e-01,-1.518967361524614468e+01,-7.963595060622620458e+00,4.999999999999982236e-02
7.399999999999981704e+00,1.499976195227562981e+00,1.499964724636205338e+00,1.179587999581084290e-01,-1.511523324815261660e+01,-7.954110344965355850e+00,4.999999999999982236e-02
7.449999999999981526e+00,1.499983731616765459e+00,1.499980141661854116e+00,1.179025094717796041e-01,-1.504080023511589026e+01,-7.944567931408281325e+00,4.999999999999982236e-02
7.499999999999981348e+00,1.500037281018993252e+00,1.500026488788468004e+00,1.177155203573431175e-01,-1.496637595101148577e+01,-7.934935100569856736e+00,4.999999999999982236e-02
7.549999999999981171e+00,1.499977210487101642e+00,1.499986517955979259e+00,1.178748540743719264e-01,-1.489196976394510408e+01,-7.925185667875089379e+00,4.999999999999982236e-02
7.599999999999980993e+00,1.499967062774572035e+00,1.499970737383688579e+00,1.179426944144739142e-01,-1.481758166755496475e+01,-7.915303383358377687e+00,4.999999999999982236e-02
7.649999999999980815e+00,1.500052351629727498e+00,1.500036936689806755e+00,1.176757961448279266e-01,-1.474320631348489385e+01,-7.905291345511453294e+00,4.999999999999982236e-02
7.699999999999980638e+00,1.500039797947699149e+00,1.500039257525889846e+00,1.176586134172524778e-01,-1.466884537108481723e+01,-7.895176371045006469e+00,4.999999999999982236e-02
7.749999999999980460e+00,1.500044716805047695e+00,1.500043685680405581e+00,1.176322640838769473e-01,-1.459449435771012382e+01,-7.884987257441909314e+00,4.999999999999982236e-02
7.799999999999980282e+00,1.499932298826668342e+00,1.499953337085816241e+00,1.179957533049409424e-01,-1.452015604506077651e+01,-7.874749154127779427e+00,4.999999999999982236e-02
7.849999999999980105e+00,1.499833139318681452e+00,1.499855841744408780e+00,1.184073323076894058e-01,-1.444583003986604908e+01,-7.864460230154257658e+00,4.999999999999982236e-02
7.899999999999979927e+00,1.499889576938499003e+00,1.499883205183378365e+00,1.183242338694704410e-01,-1.437151088088130635e+01,-7.854101397211612046e+00,4.999999999999982236e-02
7.949999999999979750e+00,1.499988646487529831e+00,1.499968731197644178e+00,1.179956984193170078e-01,-1.429720037773942032e+01,-7.843643785640354693e+00,4.999999999999982236e-02
7.999999999999979572e+00,1.500032459483869651e+00,1.500020422765390826e+00,1.177890271035929581e-01,-1.422290464464606785e+01,-7.833065516613399559e+00,4.999999999999982236e-02
8.049999999999979394e+00,1.500037356332943439e+00,1.500034157995163708e+00,1.177281886453681592e-01,-1.414862629502392011e+01,-7.822363286435741081e+00,4.999999999999982236e-02
