t,phase,target,v_raw,v_filtered,x,y,z,u,torque_L,torque_R,u_motor,dt
0.0,accelerate,2.5,0.0,0.0,-24.0,-8.45,0.14903219044208527,0.0,0.0,0.0,0.0,0.0
0.01,accelerate,2.5,-0.011288284041043675,-0.0067729704246262045,-24.0001095795292,-8.449792255083185,0.14713729341776813,0.027876460822824984,0.1645948938404634,0.1645948938404634,0.6531543406367596,0.01
0.02,accelerate,2.5,-0.015240274298001904,-0.011853352748651624,-24.000250996775737,-8.44932216280593,0.14488949701647588,0.06491221414475899,0.1763544862352439,0.1763544862352439,0.6998193898223964,0.01
0.03,accelerate,2.5,-0.01655745622074248,-0.01467581483190614,-24.000396382520226,-8.449277988614366,0.1426712237086694,0.11044782611852447,0.19081295374915389,0.19081295374915389,0.7571942609093408,0.009999999999999998
0.04,accelerate,2.5,-0.011404700983143876,-0.012713146522648782,-24.000485069520145,-8.449398261359878,0.14082032790250804,0.16532361253916622,0.2082371134534361,0.2082371134534361,0.8263377517993495,0.010000000000000002
0.05,accelerate,2.5,-0.0020852411450181974,-0.006336403296070432,-24.000482868416963,-8.449461319994914,0.13955617540998905,0.2300468072762405,0.2287880222463519,0.2287880222463519,0.907888977168063,0.010000000000000002
0.060000000000000005,accelerate,2.5,0.009709853628135773,0.0032913508584532913,-24.000372770186353,-8.449498681330578,0.13897722230185786,0.2939615978369834,0.24908224654519898,0.24908224654519898,0.9884216132745991,0.010000000000000002
0.07,accelerate,2.5,0.022611908952656815,0.014883685714975404,-24.00014889940345,-8.449526513709309,0.13906652072108364,0.3563684916813292,0.2688976834786557,0.2688976834786557,1.067054299518475,0.010000000000000002
0.08,accelerate,2.5,0.035439839805612314,0.02721737816935755,-23.99981314027364,-8.449543041977396,0.13971262395173117,0.4170912954937066,0.2881783881451617,0.2881783881451617,1.1435650323220703,0.009999999999999995
0.09,accelerate,2.5,0.04748876053136464,0.0393802075865618,-23.99937036538199,-8.449538957547018,0.14074035779345428,0.4764719031582187,0.30703291869079763,0.30703291869079763,1.2183845979793557,0.009999999999999995
0.09999999999999999,accelerate,2.5,0.05857266294032601,0.05089568079882032,-23.998824398892378,-8.449535836696999,0.14194443968750825,0.5350399496681641,0.3256294448186355,0.3256294448186355,1.292180336581887,0.009999999999999995
0.10999999999999999,accelerate,2.5,0.07294682166144557,0.06412636531639547,-23.998131608126172,-8.449543373810071,0.1430366835184893,0.591959700893626,0.3437026042277442,0.3437026042277442,1.363899223125969,0.009999999999999995
0.11999999999999998,accelerate,2.5,0.08502904119083675,0.07666797084106024,-23.9973083120004,-8.449541879578721,0.14385096722568907,0.6478368583610852,0.36144471926681176,0.36144471926681176,1.4343044415349673,0.009999999999999995
0.12999999999999998,accelerate,2.5,0.09092528452365617,0.08522235905061779,-23.996415996612466,-8.449537452586458,0.14437017887348236,0.7049253108470518,0.3795714447001559,0.3795714447001559,1.5062358916672853,0.009999999999999995
0.13999999999999999,accelerate,2.5,0.09395013826936867,0.09045902658186832,-23.995483774970786,-8.44954178251333,0.14459952139457338,0.7646978991932518,0.39855043695184134,0.39855043695184134,1.5815493529834974,0.010000000000000009
0.15,accelerate,2.5,0.09701116459208929,0.09439030938800089,-23.994511618926715,-8.449537921376715,0.14455901600398988,0.8272795203828578,0.41842135331196495,0.41842135331196495,1.6604021956824007,0.010000000000000009
0.16,accelerate,2.5,0.10156911531706998,0.09869759294544234,-23.993485273633247,-8.449535500772136,0.14429343566899072,0.8918796884655954,0.43893319868159586,0.43893319868159586,1.7417984074666502,0.010000000000000009
0.17,accelerate,2.5,0.13883292615214582,0.12277879286946443,-23.99205892216997,-8.449609007116795,0.14322127230062695,0.9474854978218156,0.45658915526838295,0.45658915526838295,1.811861727255488,0.010000000000000009
0.18000000000000002,accelerate,2.5,0.13429650953591915,0.12968942286933727,-23.990682864083347,-8.449555632856844,0.14227372903764593,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.19000000000000003,accelerate,2.5,0.1317422836853199,0.13092113935892685,-23.989339208512114,-8.449533481204437,0.14156265244787686,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.20000000000000004,accelerate,2.5,0.1324595912051728,0.13184421046667444,-23.98799781799307,-8.449521896473522,0.14115665283159654,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.21000000000000005,accelerate,2.5,0.13869035246959785,0.1359518956684285,-23.986605906574102,-8.44951552148076,0.14106970246310616,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.22000000000000006,accelerate,2.5,0.15109764472947607,0.14503934510505706,-23.985101597559566,-8.449515496539735,0.1412474018411915,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.23000000000000007,accelerate,2.5,0.1704014626803725,0.16025661565024635,-23.98341074565842,-8.449512486420437,0.14155536536522154,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.24000000000000007,accelerate,2.5,0.18745845363913544,0.17657771844357978,-23.981555519987513,-8.449508197170644,0.14198203431597478,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.25000000000000006,accelerate,2.5,0.22361310799599737,0.20479895217503036,-23.979320096275664,-8.449599530905878,0.14205114233005614,1.0,0.47326356,0.47326356,1.87803,0.009999999999999981
0.26000000000000006,accelerate,2.5,0.24802894418473562,0.23073694738085354,-23.976829318960366,-8.44958881756095,0.141858697409218,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.2700000000000001,accelerate,2.5,0.2438725874258706,0.23861833140786376,-23.974388835145156,-8.44949025681952,0.14185920135705837,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.2800000000000001,accelerate,2.5,0.23914689066975678,0.23893546696499957,-23.972001537730026,-8.449453427867677,0.1420156927060144,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.2900000000000001,accelerate,2.5,0.2370730336905507,0.23781800700033023,-23.969639052268345,-8.449475246851346,0.14228143664266887,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.3000000000000001,accelerate,2.5,0.23711674785994127,0.23739725151609686,-23.96727839106398,-8.449446065367416,0.14259510625120286,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.3100000000000001,accelerate,2.5,0.24369110968132554,0.24117356641523408,-23.964848804567236,-8.44944411258989,0.14282146709432392,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.3200000000000001,accelerate,2.5,0.2527294115559199,0.24810707349964556,-23.96232608855437,-8.449420721961033,0.142980324904122,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.3300000000000001,accelerate,2.5,0.28106179323648695,0.26787990534175043,-23.959499986227623,-8.449659179817692,0.14269332943980048,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.34000000000000014,accelerate,2.5,0.30627321059899276,0.29091588849609584,-23.956411069994367,-8.44960046966341,0.14212533855457,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.35000000000000014,accelerate,2.5,0.30287898384043804,0.2980937457027012,-23.953365496641,-8.449442255446723,0.14176935802958965,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
0.36000000000000015,accelerate,2.5,0.30180643178639394,0.3003213573529169,-23.950339819236333,-8.449440089300392,0.1416443232044328,1.0,0.47326356,0.47326356,1.87803,0.010000000000000009
