t,phase,target,v_raw,v_filtered,x,y,z,u,torque_L,torque_R,u_motor,dt
0.0,accelerate,1.0,0.0,0.0,-24.0,-8.45,0.14903219044208527,0.0,0.0,0.0,0.0,0.0
0.01,accelerate,1.0,-0.011289776350065095,-0.006773865810039056,-24.000109594454752,-8.449792254038034,0.14713729486335111,0.008975981791629107,0.15859361373847808,0.15859361373847808,0.6293397370574527,0.01
0.02,accelerate,1.0,-0.015084768831097838,-0.011760407622674326,-24.000249569640538,-8.449322182568622,0.14488969872917115,0.020441550294502252,0.16223416104951038,0.16223416104951038,0.6437863533710729,0.01
0.03,accelerate,1.0,-0.016058740508091907,-0.014339407353924874,-24.000390433533465,-8.449277983641805,0.14267210050202078,0.035151917387222995,0.16690499680879106,0.16690499680879106,0.6623214159079011,0.009999999999999998
0.04,accelerate,1.0,-0.01061336877791278,-0.012103784208317618,-24.0004721849515,-8.449398060773262,0.14082267015779268,0.05501589359282201,0.17321220653359284,0.17321220653359284,0.6873500259269557,0.010000000000000002
0.05,accelerate,1.0,-0.0012563429379567224,-0.005595319446101081,-24.0004630147163,-8.44946064253887,0.1395610691509947,0.08130437671562885,0.1815593256947465,0.1815593256947465,0.7204735146616925,0.010000000000000002
0.060000000000000005,accelerate,1.0,0.010115800913337823,0.0038313527695622612,-24.00034991973633,-8.449496774561355,0.13898599864381286,0.1035894238181262,0.18863527385073145,0.18863527385073145,0.7485526740108391,0.010000000000000002
0.07,accelerate,1.0,0.022021051478612087,0.014745171994992156,-24.000131871359876,-8.449522424861314,0.1390806665240753,0.12255174874513217,0.19465619126155437,0.19465619126155437,0.7724452034188666,0.010000000000000002
0.08,accelerate,1.0,0.03325810471703299,0.02585293162821666,-23.999815825991497,-8.449540146346948,0.13973349976564003,0.13867574107899688,0.19977588130740312,0.19977588130740312,0.7927614337595362,0.009999999999999995
0.09,accelerate,1.0,0.04308967294216862,0.03619497641658784,-23.999412451255807,-8.449539196714817,0.14076877010769026,0.15286097046291255,0.204279975341384,0.204279975341384,0.8106348227832698,0.009999999999999995
0.09999999999999999,accelerate,1.0,0.05132390354111879,0.04527233269130641,-23.99893211220152,-8.449537756699602,0.14198069105994596,0.16609940352815453,0.20848344260825966,0.20848344260825966,0.8273152484454748,0.009999999999999995
0.10999999999999999,accelerate,1.0,0.057943435981059804,0.05287499466515845,-23.99838495080007,-8.449537251740342,0.1431676274213079,0.17930581949549812,0.2126767438062106,0.2126767438062106,0.8439553325643278,0.009999999999999995
0.11999999999999998,accelerate,1.0,0.06309409469935037,0.0590064546856736,-23.99778069515091,-8.449535900915567,0.14415998354700307,0.19322049619574128,0.21709493195207177,0.21709493195207177,0.861487825206634,0.009999999999999995
0.12999999999999998,accelerate,1.0,0.06712541630936122,0.06387783165988617,-23.997127304107373,-8.449536461913466,0.14483734852329438,0.20833300569193236,0.22189345596730237,0.22189345596730237,0.8805295871718348,0.009999999999999995
0.13999999999999999,accelerate,1.0,0.06972876284447532,0.06738839037063966,-23.996438120980073,-8.449536114669996,0.14515332622928356,0.2250977195570129,0.22721658791374277,0.22721658791374277,0.9016531266418364,0.010000000000000009
0.15,accelerate,1.0,0.07169746781065063,0.06997383683464625,-23.995719883996486,-8.44953873737828,0.1451148546135296,0.24365455805823935,0.23310875527465216,0.23310875527465216,0.9250347431533816,0.010000000000000009
0.16,accelerate,1.0,0.07345529709323688,0.07206271298980063,-23.9949761484482,-8.449537480438911,0.14477913455350364,0.2638926632583704,0.2395347584377978,0.2395347584377978,0.9505347557055469,0.010000000000000009
0.17,accelerate,1.0,0.075307499704917,0.07400958501887045,-23.994208108055265,-8.449536389902738,0.14423805093316108,0.2855371318919943,0.24640731011834607,0.24640731011834607,0.977806786183913,0.010000000000000009
0.18000000000000002,accelerate,1.0,0.0776510993888392,0.07619449364085171,-23.99341341917498,-8.449540171844774,0.14359994604761933,0.30816571359100137,0.2535923373794148,0.2535923373794148,1.0063187991246618,0.010000000000000009
0.19000000000000003,accelerate,1.0,0.08064637838716786,0.0788656244886414,-23.99258832031574,-8.449539494356166,0.1429714133554953,0.3313061624911536,0.2609398927141911,0.2609398927141911,1.0354757647388535,0.010000000000000009
0.20000000000000004,accelerate,1.0,0.08445540865499289,0.0822194949884523,-23.991727314772067,-8.449536112007145,0.14244203015713044,0.35447214152245604,0.2682955543762102,0.2682955543762102,1.0646648983182945,0.010000000000000009
0.21000000000000005,accelerate,1.0,0.08906469873160462,0.08632661723434369,-23.99082457433675,-8.449536723970079,0.14207371203906088,0.377232077881027,0.27552228936878365,0.27552228936878365,1.093342418130094,0.010000000000000009
