t,phase,target,v_raw,v_filtered,x,y,z,u,torque_L,torque_R,u_motor,dt
0.0,accelerate,2.5,0.0,0.0,-24.0,-8.45,0.14903219044208527,0.0,0.0,0.0,0.0,0.0
0.05,accelerate,2.5,-0.011697533404951992,-0.007018520042971195,-24.000503372649796,-8.44944791340308,0.13960902504582257,0.15276249897099448,0.20424870867327016,0.20424870867327016,0.8105107487034531,0.05
0.1,accelerate,2.5,0.0030613511746703627,-0.0009705973123862604,-24.00040556158769,-8.449526233999716,0.14201994591948217,0.36630919778943094,0.2720540564821001,0.2720540564821001,1.079579589214683,0.05
0.15000000000000002,accelerate,2.5,0.05360644529298009,0.03177562825083355,-23.997802026858775,-8.449539797943542,0.1448560359451285,0.6025021073854421,0.3470500291370256,0.3470500291370256,1.3771826553056572,0.05000000000000002
0.2,accelerate,2.5,0.08139529794458265,0.061547430067083006,-23.99363724408771,-8.449534508412405,0.14243328871675737,0.8577483218475033,0.4280958071530192,0.4280958071530192,1.698792885527854,0.04999999999999999
0.25,accelerate,2.5,0.12870424917249462,0.10184152153032998,-23.98719258453113,-8.449532024690928,0.14237867787283348,1.0,0.47326356,0.47326356,1.87803,0.04999999999999999
0.3,accelerate,2.5,0.19959953109502815,0.16049632726914886,-23.977189805327363,-8.449516135314244,0.14190587220950043,1.0,0.47326356,0.47326356,1.87803,0.04999999999999999
0.35,accelerate,2.5,0.21856838621307478,0.1953395626355044,-23.96628684410323,-8.44953349873852,0.1426951883159874,1.0,0.47326356,0.47326356,1.87803,0.04999999999999999
0.39999999999999997,accelerate,2.5,0.28895505980664077,0.2515088609381862,-23.951792655130106,-8.449352167389318,0.1418833994102053,1.0,0.47326356,0.47326356,1.87803,0.04999999999999999
0.44999999999999996,accelerate,2.5,0.33056510454580273,0.2989426071027561,-23.93525853883073,-8.449650136423726,0.14207134424580517,1.0,0.47326356,0.47326356,1.87803,0.04999999999999999
0.49999999999999994,accelerate,2.5,0.363176758438918,0.33748309790445324,-23.91711147217952,-8.449270022593257,0.14273910219959443,1.0,0.47326356,0.47326356,1.87803,0.04999999999999999
0.5499999999999999,accelerate,2.5,0.4242541986660614,0.38954575836141814,-23.895851536932494,-8.449595985367564,0.1420645159153127,1.0,0.47326356,0.47326356,1.87803,0.04999999999999999
0.6,accelerate,2.5,0.464379503963168,0.43444600572246805,-23.872614861483452,-8.44951459855565,0.14210910215295813,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
0.65,accelerate,2.5,0.49958388927549235,0.4735287358542826,-23.847628223731668,-8.449550557206747,0.14251542933416422,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
0.7000000000000001,accelerate,2.5,0.5601018504740733,0.5254726046261571,-23.819570383049843,-8.449544595320466,0.14165340610952773,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
0.7500000000000001,accelerate,2.5,0.5790936975145685,0.5576452603592039,-23.790652001588054,-8.449518406962895,0.14310270239269635,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
0.8000000000000002,accelerate,2.5,0.6528360561555729,0.6147597378370253,-23.75793370343917,-8.449401908877437,0.14174828427388747,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
0.8500000000000002,accelerate,2.5,0.6759185827247278,0.6514550447696468,-23.724135081263007,-8.449279010414944,0.14243987453740287,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
0.9000000000000002,accelerate,2.5,0.727512335227445,0.6970894190443258,-23.687717857106517,-8.449178093123155,0.1422687965588949,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
0.9500000000000003,accelerate,2.5,0.77428887990541,0.7434090955609762,-23.648961720429163,-8.44977967061557,0.14206911623920102,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
1.0000000000000002,accelerate,2.5,0.8049497398999619,0.7803334821643676,-23.608718535895054,-8.449537860599722,0.14316706223482784,1.0,0.47326356,0.47326356,1.87803,0.04999999999999993
1.0500000000000003,accelerate,2.5,0.8674980298965852,0.8326322108036981,-23.565268274291423,-8.448518306725068,0.14234591041448494,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
1.1000000000000003,accelerate,2.5,0.9082909082024583,0.8780274292429542,-23.519793816936318,-8.449377993918928,0.14183758248732986,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
1.1500000000000004,accelerate,2.5,0.943499967322362,0.9173109520905989,-23.472597777575327,-8.449026753767258,0.14239217588384817,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
1.2000000000000004,accelerate,2.5,0.9890680214742913,0.9603651937208143,-23.423108636653627,-8.447651442626151,0.14270074815454764,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
1.2500000000000004,accelerate,2.5,1.0396039726638882,1.0079084610866587,-23.371048573046355,-8.449071141125454,0.14217927817270634,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
1.3000000000000005,accelerate,2.5,1.0837793798038808,1.053431012316992,-23.31681036892101,-8.447865866848428,0.14199199807402388,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
