t,phase,target,v_raw,v_filtered,x,y,z,u,torque_L,torque_R,u_motor,dt
0.0,accelerate,2.0,0.0,0.0,-24.0,-8.45,0.14903219044208527,0.0,0.0,0.0,0.0,0.0
0.05,accelerate,2.0,-0.011660539514148645,-0.006996323708489187,-24.000501452000012,-8.449447633582038,0.13960899497385976,0.12127748149676983,0.19425158592485436,0.19425158592485436,0.77083962668593,0.05
0.1,accelerate,2.0,0.0032994402182387403,-0.0008188653524524312,-24.000389924657448,-8.449525591869763,0.14202416052183592,0.2922243797547134,0.24853064505971662,0.24853064505971662,0.986232718490939,0.05
0.15000000000000002,accelerate,2.0,0.05066209300896253,0.030069709664396545,-23.99793281634673,-8.44953847762915,0.14495683709406937,0.4779257332993214,0.30749453883720057,0.30749453883720057,1.2202164239571451,0.05000000000000002
0.2,accelerate,2.0,0.07593268122881172,0.05758749260304565,-23.994046138305603,-8.449535804253276,0.1424270653631466,0.6768598728131657,0.37066010681563644,0.37066010681563644,1.470873439744589,0.04999999999999999
0.25,accelerate,2.0,0.11485183876321182,0.09194610029914536,-23.988296668780556,-8.449534562510827,0.1423840821948082,0.8807995619882674,0.43541503692251465,0.43541503692251465,1.7278374481052168,0.04999999999999999
0.3,accelerate,2.0,0.17020858205772268,0.13890358935429176,-23.979792176325894,-8.449615558906917,0.1427022738823677,1.0,0.47326356,0.47326356,1.87803,0.04999999999999999
0.35,accelerate,2.0,0.2033675042455247,0.17758193828903152,-23.969583071400795,-8.449498018699824,0.14199906857005767,1.0,0.47326356,0.47326356,1.87803,0.04999999999999999
0.39999999999999997,accelerate,2.0,0.26485347017375055,0.22994485741986292,-23.956314446432422,-8.44942336740437,0.14161891677421262,1.0,0.47326356,0.47326356,1.87803,0.04999999999999999
0.44999999999999996,accelerate,2.0,0.30102030044727146,0.27259012323630805,-23.941291656310973,-8.449550025936395,0.14259503130138612,1.0,0.47326356,0.47326356,1.87803,0.04999999999999999
0.49999999999999994,accelerate,2.0,0.35176047273658084,0.3200923329364717,-23.923668991317676,-8.44925257061695,0.1421705342590995,1.0,0.47326356,0.47326356,1.87803,0.04999999999999999
0.5499999999999999,accelerate,2.0,0.40158431507914416,0.3689875222220752,-23.90356046815511,-8.449748076521717,0.14184818259123666,1.0,0.47326356,0.47326356,1.87803,0.04999999999999999
0.6,accelerate,2.0,0.43052720567170216,0.4059113322918514,-23.88207464946145,-8.449529894650556,0.14319853261837984,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
0.65,accelerate,2.0,0.4971655072501583,0.4606638372668355,-23.85714420160431,-8.449374997639003,0.14192238931463802,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
0.7000000000000001,accelerate,2.0,0.5280308437977372,0.5010840411853765,-23.83073080198354,-8.449812301369647,0.14221148273641748,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
0.7500000000000001,accelerate,2.0,0.5691370569080423,0.541915850618976,-23.802273588181322,-8.449706213620034,0.14288337749156557,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
0.8000000000000002,accelerate,2.0,0.6320718510587323,0.5960094508828297,-23.77060168784312,-8.449535852375051,0.14168151491648723,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
0.8500000000000002,accelerate,2.0,0.6505422268402686,0.628729116457293,-23.7380930445411,-8.449621748401551,0.1428526857714773,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
0.9000000000000002,accelerate,2.0,0.7130081548481743,0.6792965394918218,-23.702391612562828,-8.450001088020453,0.14247833378918354,1.0,0.47326356,0.47326356,1.87803,0.050000000000000044
